Survived,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,FamilySize,IsAlone,AgeGroup,FarePerPerson
1,1,42.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
1,0,22.0,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
1,0,26.0,0,0,4.380149874661021,0,0,1,1,0,0,1,1,2,4.380149874661021
1,0,19.0,1,0,4.5226490762785785,1,0,0,1,0,0,2,0,2,2.2613245381392892
0,1,36.0,0,0,2.630088659632498,1,0,0,0,1,0,1,1,3,2.630088659632498
0,0,24.0,0,0,2.2874714551839976,0,0,1,0,0,1,1,1,2,2.2874714551839976
0,1,24.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,1,29.69911764705882,0,0,3.357621598945279,1,0,0,1,0,0,1,1,2,3.357621598945279
0,1,23.5,0,0,2.1076888046179385,1,0,0,0,0,1,1,1,2,2.1076888046179385
0,0,2.0,1,2,5.027492411162679,0,0,1,1,0,0,4,0,0,1.2568731027906697
1,1,29.69911764705882,0,0,3.449987545831587,0,0,1,1,0,0,1,1,2,3.449987545831587
1,0,50.0,0,1,5.515526544247129,1,0,0,1,0,0,2,0,3,2.7577632721235643
1,0,29.69911764705882,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
1,1,29.69911764705882,2,0,3.188416617383492,0,1,0,0,0,1,3,0,2,1.0628055391278306
0,1,19.0,0,0,0.0,0,0,1,0,0,1,1,1,2,0.0
1,0,29.69911764705882,0,0,2.5915163848462583,0,1,0,0,1,0,1,1,2,2.5915163848462583
0,1,29.69911764705882,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
1,1,0.92,1,2,5.027492411162679,0,0,1,1,0,0,4,0,0,1.2568731027906697
1,0,29.69911764705882,0,0,4.717456363787216,1,0,0,1,0,0,1,1,2,4.717456363787216
1,0,17.0,1,0,4.699570861409576,1,0,0,1,0,0,2,0,1,2.349785430704788
0,1,30.0,1,0,3.2188758248682006,1,0,0,0,1,0,2,0,2,1.6094379124341003
1,0,30.0,0,0,4.0592215752427645,1,0,0,1,0,0,1,1,2,4.0592215752427645
1,0,24.0,0,0,4.432699549165613,1,0,0,1,0,0,1,1,2,4.432699549165613
1,0,18.0,2,2,5.5735788721243535,1,0,0,1,0,0,5,0,1,1.1147157744248708
0,0,26.0,1,1,3.295836866004329,0,0,1,0,1,0,3,0,2,1.0986122886681098
0,1,28.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,1,43.0,1,1,3.305053521109253,0,0,1,0,1,0,3,0,3,1.1016845070364176
1,0,26.0,0,0,2.180891922715322,0,0,1,0,0,1,1,1,2,2.180891922715322
1,0,24.0,1,0,3.295836866004329,0,0,1,0,1,0,2,0,2,1.6479184330021646
0,1,54.0,0,0,2.70805020110221,0,0,1,0,1,0,1,1,3,2.70805020110221
1,0,31.0,0,2,5.11118445372147,0,0,1,1,0,0,3,0,2,1.70372815124049
1,0,40.0,1,1,4.908971640319756,1,0,0,1,0,0,3,0,3,1.6363238801065851
0,1,22.0,0,0,2.1102132003465894,0,0,1,0,0,1,1,1,2,2.1102132003465894
0,1,27.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
1,0,30.0,0,0,2.5915163848462583,0,1,0,0,1,0,1,1,2,2.5915163848462583
1,0,22.0,1,1,3.4011973816621555,0,0,1,0,1,0,3,0,2,1.1337324605540517
0,1,29.69911764705882,8,2,4.256321678298823,0,0,1,0,0,1,11,0,2,0.3869383343908021
1,0,36.0,0,0,4.91730069488021,1,0,0,1,0,0,1,1,3,4.91730069488021
0,1,61.0,0,0,1.9792758428991135,0,0,1,0,0,1,1,1,4,1.9792758428991135
1,0,36.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
1,0,31.0,1,1,3.0692150503137943,0,0,1,0,0,1,3,0,2,1.0230716834379314
1,0,16.0,0,1,4.077184839375167,1,0,0,1,0,0,2,0,1,2.0385924196875833
1,0,29.69911764705882,2,0,3.188416617383492,0,1,0,0,0,1,3,0,2,1.0628055391278306
0,1,45.5,0,0,3.3843902633457743,0,0,1,1,0,0,1,1,3,3.3843902633457743
0,1,38.0,0,1,5.039951348430309,0,0,1,1,0,0,2,0,3,2.5199756742151544
0,1,16.0,2,0,2.9444389791664403,0,0,1,0,0,1,3,0,1,0.9814796597221468
1,0,29.69911764705882,1,0,4.902678819257608,0,0,1,1,0,0,2,0,2,2.451339409628804
0,1,29.69911764705882,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,1,29.0,1,0,4.213607983048918,0,0,1,1,0,0,2,0,2,2.106803991524459
1,0,41.0,0,0,4.908971640319756,1,0,0,1,0,0,1,1,3,4.908971640319756
1,1,45.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,3,2.2027647577118348
0,1,45.0,0,0,3.597312260588446,0,0,1,1,0,0,1,1,3,3.597312260588446
1,1,2.0,1,1,3.295836866004329,0,0,1,0,1,0,3,0,0,1.0986122886681098
1,0,24.0,3,2,5.575949103146316,0,0,1,1,0,0,6,0,2,0.929324850524386
0,1,28.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
0,1,25.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
0,1,36.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
1,0,24.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
1,0,40.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
1,0,29.69911764705882,1,0,2.8390784635086144,0,0,1,0,0,1,2,0,2,1.4195392317543072
1,1,3.0,1,1,2.8273136219290276,0,0,1,0,0,1,3,0,0,0.9424378739763425
0,1,42.0,0,0,2.2682524139135403,0,0,1,0,0,1,1,1,3,2.2682524139135403
0,1,23.0,0,0,2.3248357019288655,0,0,1,0,0,1,1,1,2,2.3248357019288655
0,1,29.69911764705882,0,0,3.58351893845611,0,0,1,1,0,0,1,1,2,3.58351893845611
0,1,15.0,1,1,2.1076888046179385,1,0,0,0,0,1,3,0,1,0.7025629348726462
0,1,25.0,1,0,2.9338568698359038,0,0,1,0,0,1,2,0,2,1.4669284349179519
0,1,29.69911764705882,0,0,2.1071782966514356,1,0,0,0,0,1,1,1,2,2.1071782966514356
0,1,28.0,0,0,2.3513752571634776,0,0,1,0,0,1,1,1,2,2.3513752571634776
1,0,22.0,0,1,4.02535169073515,0,0,1,1,0,0,2,0,2,2.012675845367575
0,0,38.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
1,0,29.69911764705882,0,0,2.1837114628556327,0,1,0,0,0,1,1,1,2,2.1837114628556327
1,0,29.69911764705882,0,0,2.1837114628556327,0,1,0,0,0,1,1,1,2,2.1837114628556327
0,1,40.0,1,4,3.3638415951183864,0,0,1,0,0,1,6,0,3,0.5606402658530644
0,1,29.0,1,0,3.357621598945279,1,0,0,0,1,0,2,0,2,1.6788107994726396
0,0,45.0,0,1,2.737880811060884,1,0,0,0,0,1,2,0,3,1.368940405530442
0,1,35.0,0,0,2.0856720914304723,0,0,1,0,0,1,1,1,2,2.0856720914304723
0,1,29.69911764705882,1,0,2.803360380906535,0,1,0,0,0,1,2,0,2,1.4016801904532674
0,1,30.0,0,0,2.1102132003465894,0,0,1,0,0,1,1,1,2,2.1102132003465894
1,0,60.0,1,0,4.334017415487521,1,0,0,1,0,0,2,0,3,2.1670087077437605
1,0,29.69911764705882,0,0,2.1076888046179385,1,0,0,0,0,1,1,1,2,2.1076888046179385
1,0,29.69911764705882,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
1,0,24.0,0,0,4.252771798816619,1,0,0,1,0,0,1,1,2,4.252771798816619
1,1,25.0,1,0,4.0332082470129285,1,0,0,1,0,0,2,0,2,2.0166041235064642
0,1,18.0,1,0,2.0143428636837015,0,0,1,0,0,1,2,0,1,1.0071714318418508
0,1,19.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
0,1,22.0,0,0,4.91730069488021,1,0,0,1,0,0,1,1,2,4.91730069488021
0,0,3.0,3,1,3.0944457464900235,0,0,1,0,0,1,5,0,0,0.6188891492980046
1,0,29.69911764705882,1,0,4.420896324687287,1,0,0,1,0,0,2,0,2,2.2104481623436434
1,0,22.0,0,0,2.1102132003465894,0,0,1,0,0,1,1,1,2,2.1102132003465894
0,1,27.0,0,2,5.358941988364472,1,0,0,1,0,0,3,0,2,1.7863139961214907
0,1,20.0,0,0,1.6119347926326877,1,0,0,0,0,1,1,1,2,1.6119347926326877
0,1,19.0,0,0,2.1719067693519296,0,0,1,0,0,1,1,1,2,2.1719067693519296
1,0,42.0,0,0,5.4316456135398825,1,0,0,1,0,0,1,1,3,5.4316456135398825
1,0,1.0,0,2,2.817902613071225,1,0,0,0,0,1,3,0,0,0.9393008710237417
0,1,32.0,0,0,2.188856327665703,0,0,1,0,0,1,1,1,2,2.188856327665703
1,0,35.0,1,0,3.970291913552122,0,0,1,1,0,0,2,0,2,1.985145956776061
0,1,29.69911764705882,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,1,18.0,0,0,4.310799125385514,0,0,1,0,1,0,1,1,1,4.310799125385514
0,1,1.0,5,2,3.8691155044168695,0,0,1,0,0,1,8,0,0,0.4836394380521087
1,0,36.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
0,1,29.69911764705882,0,0,2.1666737276227077,0,1,0,0,0,1,1,1,2,2.1666737276227077
1,0,17.0,0,0,2.5649493574615367,1,0,0,0,1,0,1,1,1,2.5649493574615367
1,1,36.0,1,2,4.795790545596741,0,0,1,1,0,0,4,0,3,1.1989476363991853
1,1,21.0,0,0,2.174274334826008,0,0,1,0,0,1,1,1,2,2.174274334826008
0,1,28.0,2,0,2.188856327665703,0,0,1,0,0,1,3,0,2,0.7296187758885676
1,0,23.0,1,0,4.738607824217808,1,0,0,1,0,0,2,0,2,2.369303912108904
1,0,24.0,0,2,2.8735646395797834,0,0,1,0,0,1,3,0,2,0.9578548798599278
0,1,22.0,0,0,2.174274334826008,0,0,1,0,0,1,1,1,2,2.174274334826008
0,0,31.0,0,0,2.180891922715322,0,0,1,0,0,1,1,1,2,2.180891922715322
0,1,46.0,0,0,3.295836866004329,0,0,1,0,1,0,1,1,3,3.295836866004329
0,1,23.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,2,2.4423470353692043
1,0,28.0,0,0,2.613739521630969,0,0,1,0,1,0,1,1,2,2.613739521630969
1,1,39.0,0,0,2.188856327665703,0,0,1,0,0,1,1,1,3,2.188856327665703
0,1,26.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
0,0,21.0,1,0,2.3818582738885534,0,0,1,0,0,1,2,0,2,1.1909291369442767
0,1,28.0,1,0,2.8243506567983707,0,0,1,0,0,1,2,0,2,1.4121753283991854
0,0,20.0,0,0,2.2682524139135403,0,0,1,0,0,1,1,1,2,2.2682524139135403
0,1,34.0,1,0,3.091042453358316,0,0,1,0,1,0,2,0,2,1.545521226679158
0,1,51.0,0,0,2.169053700369523,0,0,1,0,0,1,1,1,3,2.169053700369523
1,1,3.0,1,1,2.9831534913471307,0,0,1,0,1,0,3,0,0,0.9943844971157102
0,1,21.0,0,0,2.1719067693519296,0,0,1,0,0,1,1,1,2,2.1719067693519296
0,0,29.69911764705882,3,1,3.275887339030031,0,0,1,0,0,1,5,0,2,0.6551774678060063
0,1,29.69911764705882,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,1,29.69911764705882,0,0,2.061570298060867,0,1,0,0,0,1,1,1,2,2.061570298060867
1,0,33.0,1,0,4.51085950651685,0,1,0,1,0,0,2,0,2,2.255429753258425
0,1,29.69911764705882,0,0,0.0,0,0,1,0,1,0,1,1,2,0.0
1,1,44.0,0,0,2.188856327665703,0,0,1,0,0,1,1,1,3,2.188856327665703
0,0,29.69911764705882,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
1,0,34.0,1,1,3.5115454388310208,0,0,1,0,1,0,3,0,2,1.170515146277007
1,0,18.0,0,2,2.6390573296152584,0,0,1,0,1,0,3,0,1,0.8796857765384195
0,1,30.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
0,0,10.0,0,2,3.224857896545748,0,0,1,0,0,1,3,0,0,1.074952632181916
0,1,29.69911764705882,0,0,2.1855792552411137,1,0,0,0,0,1,1,1,2,2.1855792552411137
0,1,21.0,0,0,2.167143305297764,0,1,0,0,0,1,1,1,2,2.167143305297764
0,1,29.0,0,0,2.1832383353614797,0,0,1,0,0,1,1,1,2,2.1832383353614797
0,0,28.0,1,1,2.7343675094195836,0,0,1,0,0,1,3,0,2,0.9114558364731945
0,1,18.0,1,1,3.0545906305603445,0,0,1,0,0,1,3,0,1,1.0181968768534482
0,1,29.69911764705882,0,0,2.1102132003465894,0,0,1,0,0,1,1,1,2,2.1102132003465894
1,0,28.0,1,0,3.295836866004329,0,0,1,0,1,0,2,0,2,1.6479184330021646
1,0,19.0,0,0,3.295836866004329,0,0,1,0,1,0,1,1,2,3.295836866004329
0,1,29.69911764705882,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
1,1,32.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
1,1,28.0,0,0,3.3160025355989236,0,0,1,1,0,0,1,1,2,3.3160025355989236
1,0,29.69911764705882,1,0,2.8390784635086144,0,0,1,0,0,1,2,0,2,1.4195392317543072
1,0,42.0,1,0,3.295836866004329,0,0,1,0,1,0,2,0,3,1.6479184330021646
0,1,17.0,0,0,2.094945728215801,0,0,1,0,0,1,1,1,1,2.094945728215801
0,1,50.0,1,0,4.041295341132285,0,0,1,1,0,0,2,0,3,2.0206476705661425
1,0,14.0,1,2,4.795790545596741,0,0,1,1,0,0,4,0,1,1.1989476363991853
0,0,21.0,2,2,3.5660053559634015,0,0,1,0,0,1,5,0,2,0.7132010711926803
1,0,24.0,2,3,2.9831534913471307,0,0,1,0,1,0,6,0,2,0.4971922485578551
0,1,64.0,1,4,5.575949103146316,0,0,1,1,0,0,6,0,4,0.929324850524386
0,1,31.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,2,2.4423470353692043
1,0,45.0,1,1,3.305053521109253,0,0,1,0,1,0,3,0,3,1.1016845070364176
0,1,20.0,0,0,2.3513752571634776,0,0,1,0,0,1,1,1,2,2.3513752571634776
0,1,25.0,1,0,2.1719067693519296,0,0,1,0,0,1,2,0,2,1.0859533846759648
1,0,28.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
1,1,29.69911764705882,0,0,2.2096470973347766,0,0,1,0,0,1,1,1,2,2.2096470973347766
1,1,4.0,0,2,4.417131919904876,0,0,1,1,0,0,3,0,0,1.4723773066349588
1,0,13.0,0,1,3.0204248861443626,0,0,1,0,1,0,2,0,1,1.5102124430721813
1,1,34.0,0,0,3.3160025355989236,0,0,1,1,0,0,1,1,2,3.3160025355989236
1,0,5.0,2,1,3.0085645861193133,1,0,0,0,0,1,4,0,0,0.7521411465298283
1,1,52.0,0,0,3.449987545831587,0,0,1,1,0,0,1,1,3,3.449987545831587
0,1,36.0,1,2,3.3586377672433594,0,0,1,0,1,0,4,0,3,0.8396594418108398
0,1,29.69911764705882,1,0,3.0429354648621407,0,0,1,0,0,1,2,0,2,1.5214677324310704
0,1,30.0,0,0,3.3586377672433594,1,0,0,1,0,0,1,1,2,3.3586377672433594
1,1,49.0,1,0,4.500966778400217,1,0,0,1,0,0,2,0,3,2.2504833892001086
0,1,29.69911764705882,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
1,1,29.0,0,0,2.1855792552411137,1,0,0,0,0,1,1,1,2,2.1855792552411137
0,1,65.0,0,0,3.3160025355989236,0,0,1,1,0,0,1,1,4,3.3160025355989236
1,0,29.69911764705882,1,0,3.967694202798607,0,0,1,1,0,0,2,0,2,1.9838471013993035
1,0,50.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,3,2.4423470353692043
0,1,29.69911764705882,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
1,1,48.0,0,0,3.3160025355989236,0,0,1,1,0,0,1,1,3,3.3160025355989236
0,1,34.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
0,1,47.0,0,0,3.676300671907076,0,0,1,1,0,0,1,1,3,3.676300671907076
0,1,48.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
0,1,29.69911764705882,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
0,1,38.0,0,0,2.0856720914304723,0,0,1,0,0,1,1,1,3,2.0856720914304723
0,1,29.69911764705882,0,0,0.0,0,0,1,0,1,0,1,1,2,0.0
0,1,56.0,0,0,3.3160025355989236,0,0,1,1,0,0,1,1,3,3.3160025355989236
0,1,29.69911764705882,0,0,2.1661924680884908,0,1,0,0,0,1,1,1,2,2.1661924680884908
1,0,0.75,2,1,3.0085645861193133,1,0,0,0,0,1,4,0,0,0.7521411465298283
0,1,29.69911764705882,0,0,2.1102132003465894,0,0,1,0,0,1,1,1,2,2.1102132003465894
0,1,38.0,0,0,2.2682524139135403,0,0,1,0,0,1,1,1,3,2.2682524139135403
1,0,33.0,1,2,3.3586377672433594,0,0,1,0,1,0,4,0,2,0.8396594418108398
1,0,23.0,0,0,2.694066212646058,1,0,0,0,1,0,1,1,2,2.694066212646058
0,0,22.0,0,0,2.3830123421066602,0,0,1,0,0,1,1,1,2,2.3830123421066602
0,1,29.69911764705882,0,0,3.970291913552122,0,0,1,1,0,0,1,1,2,3.970291913552122
0,1,34.0,1,0,3.091042453358316,0,0,1,0,1,0,2,0,2,1.545521226679158
0,1,29.0,1,0,2.0851502161468174,0,0,1,0,0,1,2,0,2,1.0425751080734087
0,1,22.0,0,0,2.142510233146819,0,0,1,0,0,1,1,1,2,2.142510233146819
1,0,2.0,0,1,2.586823743668066,0,0,1,0,0,1,2,0,0,1.293411871834033
0,1,9.0,5,2,3.8691155044168695,0,0,1,0,0,1,8,0,0,0.4836394380521087
0,1,29.69911764705882,0,0,0.0,0,0,1,0,1,0,1,1,2,0.0
0,1,50.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,3,2.2027647577118348
1,0,63.0,0,0,2.3596740599781727,0,0,1,0,0,1,1,1,4,2.3596740599781727
1,1,25.0,1,0,4.5226490762785785,1,0,0,1,0,0,2,0,2,2.2613245381392892
0,0,29.69911764705882,3,1,3.275887339030031,0,0,1,0,0,1,5,0,2,0.6551774678060063
1,0,35.0,1,0,4.51085950651685,0,0,1,1,0,0,2,0,2,2.255429753258425
0,1,58.0,0,0,3.4242626545931514,1,0,0,1,0,0,1,1,3,3.4242626545931514
0,1,30.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
1,1,9.0,1,1,2.8273136219290276,0,0,1,0,0,1,3,0,0,0.9424378739763425
0,1,29.69911764705882,1,0,3.0429354648621407,0,0,1,0,0,1,2,0,2,1.5214677324310704
0,1,21.0,0,0,2.1102132003465894,0,0,1,0,0,1,1,1,2,2.1102132003465894
0,1,55.0,0,0,3.449987545831587,0,0,1,1,0,0,1,1,3,3.449987545831587
0,1,71.0,0,0,3.922056501139853,1,0,0,1,0,0,1,1,4,3.922056501139853
0,1,21.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
0,1,29.69911764705882,0,0,2.738146075922933,1,0,0,0,0,1,1,1,2,2.738146075922933
1,0,54.0,1,0,4.37281811610993,1,0,0,1,0,0,2,0,3,2.186409058054965
0,1,29.69911764705882,0,0,2.7788192719904172,0,0,1,0,0,1,1,1,2,2.7788192719904172
0,0,25.0,1,2,5.027492411162679,0,0,1,1,0,0,4,0,2,1.2568731027906697
0,1,24.0,0,0,2.174274334826008,0,0,1,0,0,1,1,1,2,2.174274334826008
0,1,17.0,0,0,2.2682524139135403,0,0,1,0,0,1,1,1,1,2.2682524139135403
0,0,21.0,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
0,0,29.69911764705882,0,0,2.155151800914312,0,1,0,0,0,1,1,1,2,2.155151800914312
0,0,37.0,0,0,2.3596740599781727,0,0,1,0,0,1,1,1,3,2.3596740599781727
1,0,16.0,0,0,4.471638793363569,0,0,1,1,0,0,1,1,1,4.471638793363569
0,1,18.0,1,0,4.699570861409576,1,0,0,1,0,0,2,0,1,2.349785430704788
1,0,33.0,0,2,3.295836866004329,0,0,1,0,1,0,3,0,2,1.0986122886681098
1,1,29.69911764705882,0,0,3.3160025355989236,0,0,1,1,0,0,1,1,2,3.3160025355989236
0,1,28.0,0,0,3.1580636854714434,0,0,1,0,0,1,1,1,2,3.1580636854714434
1,1,26.0,0,0,4.05171190165724,0,0,1,0,0,1,1,1,2,4.05171190165724
1,1,29.0,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
0,1,29.69911764705882,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
1,1,36.0,0,0,3.3064287218760624,0,0,1,1,0,0,1,1,3,3.3064287218760624
1,0,54.0,1,0,4.100989104940769,1,0,0,1,0,0,2,0,3,2.0504945524703846
0,1,24.0,0,0,2.139571923732859,0,0,1,0,0,1,1,1,2,2.139571923732859
0,1,47.0,0,0,3.5559421706858756,0,0,1,1,0,0,1,1,3,3.5559421706858756
1,0,34.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,2,2.4423470353692043
0,1,29.69911764705882,0,0,3.224857896545748,0,1,0,0,0,1,1,1,2,3.224857896545748
1,0,36.0,1,0,3.295836866004329,0,0,1,0,1,0,2,0,3,1.6479184330021646
0,1,32.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
1,0,30.0,0,0,4.548599834499697,0,0,1,1,0,0,1,1,2,4.548599834499697
0,1,22.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,1,29.69911764705882,0,0,2.1071782966514356,1,0,0,0,0,1,1,1,2,2.1071782966514356
1,0,44.0,0,1,4.077184839375167,1,0,0,1,0,0,2,0,3,2.0385924196875833
0,1,29.69911764705882,0,0,2.1076888046179385,1,0,0,0,0,1,1,1,2,2.1076888046179385
0,1,40.5,0,0,2.169053700369523,0,1,0,0,0,1,1,1,3,2.169053700369523
1,0,50.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,3,2.4423470353692043
0,1,29.69911764705882,0,0,5.406181146423973,0,0,1,1,0,0,1,1,2,5.406181146423973
0,1,39.0,0,0,2.188856327665703,0,0,1,0,0,1,1,1,3,2.188856327665703
0,1,23.0,2,1,2.5257286443082556,0,0,1,0,1,0,4,0,2,0.6314321610770639
1,0,2.0,1,1,3.295836866004329,0,0,1,0,1,0,3,0,0,1.0986122886681098
0,1,29.69911764705882,0,0,2.1076888046179385,1,0,0,0,0,1,1,1,2,2.1076888046179385
0,1,17.0,1,1,2.1076888046179385,1,0,0,0,0,1,3,0,1,0.7025629348726462
1,0,29.69911764705882,0,2,3.1509523813392697,1,0,0,0,0,1,3,0,2,1.0503174604464232
0,0,30.0,0,0,2.2682524139135403,0,0,1,0,0,1,1,1,2,2.2682524139135403
1,0,7.0,0,2,3.305053521109253,0,0,1,0,1,0,3,0,0,1.1016845070364176
0,1,45.0,0,0,3.3160025355989236,0,0,1,1,0,0,1,1,3,3.3160025355989236
1,0,30.0,0,0,4.676792929661059,1,0,0,1,0,0,1,1,2,4.676792929661059
0,1,29.69911764705882,0,0,2.740840023925201,0,0,1,0,0,1,1,1,2,2.740840023925201
1,0,22.0,0,2,3.9219733362813143,1,0,0,1,0,0,3,0,2,1.3073244454271047
1,0,36.0,0,2,4.276666119016055,0,0,1,1,0,0,3,0,3,1.4255553730053518
0,0,9.0,4,2,3.4742929367327062,0,0,1,0,0,1,7,0,0,0.4963275623903866
0,0,11.0,4,2,3.4742929367327062,0,0,1,0,0,1,7,0,0,0.4963275623903866
1,1,32.0,1,0,3.295836866004329,0,0,1,0,1,0,2,0,2,1.6479184330021646
0,1,50.0,1,0,4.676792929661059,1,0,0,1,0,0,2,0,3,2.3383964648305295
0,1,64.0,0,0,3.295836866004329,0,0,1,1,0,0,1,1,4,3.295836866004329
1,0,19.0,1,0,3.295836866004329,0,0,1,0,1,0,2,0,2,1.6479184330021646
1,1,29.69911764705882,0,0,2.6988412620169004,1,0,0,0,1,0,1,1,2,2.6988412620169004
0,1,33.0,1,1,3.0692150503137943,0,0,1,0,0,1,3,0,2,1.0230716834379314
1,1,8.0,1,1,3.6309854756950335,0,0,1,0,1,0,3,0,0,1.2103284918983446
1,1,17.0,0,2,4.717456363787216,1,0,0,1,0,0,3,0,1,1.5724854545957385
0,1,27.0,0,0,3.295836866004329,0,0,1,0,1,0,1,1,2,3.295836866004329
0,1,29.69911764705882,0,0,2.17806441028492,0,1,0,0,0,1,1,1,2,2.17806441028492
1,1,22.0,0,0,2.1071782966514356,1,0,0,0,0,1,1,1,2,2.1071782966514356
1,0,22.0,0,0,2.1719067693519296,0,0,1,0,0,1,1,1,2,2.1719067693519296
0,1,62.0,0,0,3.3160025355989236,0,0,1,1,0,0,1,1,4,3.3160025355989236
1,0,48.0,1,0,3.703768066607687,1,0,0,1,0,0,2,0,3,1.8518840333038435
0,1,29.69911764705882,0,0,5.4316456135398825,1,0,0,1,0,0,1,1,2,5.4316456135398825
1,0,39.0,1,1,4.390118804571218,0,0,1,1,0,0,3,0,3,1.4633729348570725
1,0,36.0,1,0,2.91235066461494,0,0,1,0,0,1,2,0,3,1.45617533230747
0,1,29.69911764705882,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
0,1,40.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,3,2.1855792552411137
0,1,28.0,0,0,2.6741486494265287,0,0,1,0,1,0,1,1,2,2.6741486494265287
0,1,29.69911764705882,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
0,0,29.69911764705882,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
0,1,24.0,2,0,3.224857896545748,0,0,1,0,0,1,3,0,2,1.074952632181916
0,1,19.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,0,29.0,0,4,3.0944457464900235,0,0,1,0,0,1,5,0,2,0.6188891492980046
0,1,29.69911764705882,0,0,2.1076888046179385,1,0,0,0,0,1,1,1,2,2.1076888046179385
1,1,32.0,0,0,2.180891922715322,0,0,1,0,0,1,1,1,2,2.180891922715322
1,1,62.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,4,2.4423470353692043
1,0,53.0,2,0,3.960416900617205,0,0,1,1,0,0,3,0,3,1.3201389668724017
1,1,36.0,0,0,3.3100867049215847,0,0,1,1,0,0,1,1,3,3.3100867049215847
1,0,29.69911764705882,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
0,1,16.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,1,2.2027647577118348
0,1,19.0,0,0,2.740840023925201,0,0,1,0,0,1,1,1,2,2.740840023925201
1,0,34.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
